coreid,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Quaternary,Binary
2002[Cr][bpq]3[ASR]1,159.5372,307.6736,883.4728,925.2224,1938,5408,7872,6432,18,44,92,116,140,412,650,556,11.2002,32.3244,57.8028,60.5316,2.7556,34.2624,26.9916,39.7736,576,1152,1200,1344,1,6,7,8,36,84,120,120,1.6129,5.5626,6.4643,7.62,0,-10.68,-4.64,-10.68,0,96,118,136,0,0,0,0,0,22,22,28,0,3.24,3.8,4.16,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2002[Cu][dia]3[ASR]1,92.5964,170.24,240.4392,372.096,1325,2296,3660,2016,13,24,36,48,60,144,180,144,8.8976,17.52,28.4948,27.72,3.61,23.104,38.76,72.2,841,812,1392,1624,1,4,8,16,16,48,96,128,1.9044,4.14,8.5008,12.5856,0,-4.56,-5.2,-7.6,0,88,184,408,0,0,0,0,0,4,8,32,0,2.52,4.88,12.96,165.55,366.4052,558.1594,596.002,700,1610,2224,2032,25,54,82,92,136,332,458,444,10.9929,26.7198,38.1514,38.0268,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,10.1056,17.17706667,30.12746667,27.2,54,92.66666667,162.6666667,148,1,2,3.333333333,3.333333333,4,10.66666667,17.33333333,20,0.552633333,1.134733333,1.874733333,1.904466667,45.87,132.18,203.7133333,247.0933333,0,0.92,1.246666667,2.166666667,0,2,2.666666667,4.666666667,0,0,0,0,0,-1.333333333,-2,-3.333333333,0,-0.04,-0.053333333,-0.093333333,0,-6.6,-9.2,-15.8,1,0
2002[Cu][kdd]3[ASR]1,96.609,176.968,299.126,387.192,1347,2828,3386,2112,12,24,36,46,64,164,188,124,8.1855,18.177,26.0152,26.103,3.61,31.16,29.07,52.326,841,1102,1044,1392,1,5,6,11,25,60,90,115,1.9044,5.0922,6.3756,9.4254,0,-6.9,-3.9,-6.64,0,107,138,271,0,0,0,0,0,13,12,32,0,3.21,3.66,8.35,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.7536,11.577,24.05326667,19.03733333,57.75,63,106.1666667,79.33333333,1,1.416666667,2.833333333,2.416666667,2.25,6.75,9,7.666666667,0.545233333,0.809141667,1.35125,1.127658333,39.2025,104.6191667,148.798845,132.5071783,0,0.9275,1.6275,1.9425,0,2,7,7.75,0,0,0,0,0,-2,-1.166666667,-1.916666667,0,-0.04,0.276666667,0.261666667,0,-6.75,-4.339258333,-6.214258333,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,1,0
2002[Cu][kdd]3[ASR]2,96.609,176.968,299.126,387.192,1347,2828,3386,2112,12,24,36,46,64,164,188,124,8.1855,18.177,26.0152,26.103,3.61,31.16,29.07,52.326,841,1102,1044,1392,1,5,6,11,25,60,90,115,1.9044,5.0922,6.3756,9.4254,0,-6.9,-3.9,-6.64,0,107,138,271,0,0,0,0,0,13,12,32,0,3.21,3.66,8.35,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.7536,11.577,24.05326667,19.03733333,57.75,63,106.1666667,79.33333333,1,1.416666667,2.833333333,2.416666667,2.25,6.75,9,7.666666667,0.545233333,0.809141667,1.35125,1.127658333,39.2025,104.6191667,148.798845,132.5071783,0,0.9275,1.6275,1.9425,0,2,7,7.75,0,0,0,0,0,-2,-1.166666667,-1.916666667,0,-0.04,0.276666667,0.261666667,0,-6.75,-4.339258333,-6.214258333,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,2,1
2002[Cu][kdd]3[ASR]4,96.609,176.968,299.126,387.192,1347,2828,3386,2112,12,24,36,46,64,164,188,124,8.1855,18.177,26.0152,26.103,3.61,31.16,29.07,52.326,841,1102,1044,1392,1,5,6,11,25,60,90,115,1.9044,5.0922,6.3756,9.4254,0,-6.9,-3.9,-6.64,0,107,138,271,0,0,0,0,0,13,12,32,0,3.21,3.66,8.35,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.7536,11.577,24.05326667,19.03733333,57.75,63,106.1666667,79.33333333,1,1.416666667,2.833333333,2.416666667,2.25,6.75,9,7.666666667,0.545233333,0.809141667,1.35125,1.127658333,39.2025,104.6191667,148.798845,132.5071783,0,0.9275,1.6275,1.9425,0,2,7,7.75,0,0,0,0,0,-2,-1.166666667,-1.916666667,0,-0.04,0.276666667,0.261666667,0,-6.75,-4.339258333,-6.214258333,5.9168,4.386,10.3028,8.772,32,24,56,48,0.5,0.5,1,1,0.5,1.5,2,3,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0,0.445,0.445,0.89,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3,-3,-6,1,0
2002[Cu][lvt]3[ASR]1,92.5964,170.24,240.4392,372.096,1325,2296,3660,2016,13,24,36,48,60,144,180,144,8.8976,17.52,28.4948,27.72,3.61,23.104,38.76,72.2,841,812,1392,1624,1,4,8,16,16,48,96,128,1.9044,4.14,8.5008,12.5856,0,-4.56,-5.2,-7.6,0,88,184,408,0,0,0,0,0,4,8,32,0,2.52,4.88,12.96,122.2282,268.821,406.22,458.812,466,1080,1400,1288,20,42,64,76,106,258,352,360,8.1492,19.8506,27.9072,28.9716,9.2416,15.504,28.88,21.128,49,84,98,56,1,2,4,3,4,12,16,10,0.5625,1.155,1.71,1.1325,54.76,167.24,233.945228,150.325228,0,0.98,2.66,2.17,0,2,14,13,0,0,0,0,0,-2,0,1,0,-0.04,0.72,0.74,0,-7.8,-2.01422,1.88578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002[Cu][sxd]3[ASR]1,121.7326,228.912,368.6372,505.28,2254,4156,5458,3596,16,32,48,64,84,220,278,232,10.8966,24.1776,34.9154,33.928,3.61,25.384,26.505,41.743,841,899,1421,1247,1,4,6,8,16,44,60,68,1.9044,4.0572,6.1134,7.2588,0,-5.76,-2.55,-6.77,0,85,125,189,0,0,0,0,0,5,9,15,0,2.58,3.85,5.78,91.2838,176.001,261.8652,273.572,397,768,1020,884,13,26,38,42,64,150,190,168,5.7333,12.7666,17.2678,16.611,10.5376,12.138,24.7428,19.336,56.5,66,105,76,1,1.5,3,2.5,2.5,7.5,10,8,0.5477,0.85855,1.4025,1.12835,41.425,113.565,160.962614,135.052614,0,0.935,1.775,1.975,0,2,8,8.5,0,0,0,0,0,-2,-1,-1.5,0,-0.04,0.34,0.33,0,-6.9,-4.00711,-5.05711,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,2,1
2002[Fe][dia]3[ASR]1,185.1914,341.4072,912.4658,673.8384,2794,6984,9896,9032,21,48,94,84,142,360,528,440,14.6245,36.9368,63.2886,58.7276,3.3489,37.2588,22.0149,56.1444,676,1482,1300,2106,1,6,5,9,36,66,108,102,1.5625,5.8,5.4125,8.5375,0,-9.38,-2.88,-14.21,0,99,80,153,0,0,0,0,0,25,12,37,0,2.86,1.92,4.42,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,28.09,59.89,87.98,56.18,0,0.89,0.89,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,-0.04,-0.04,0,0,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002[Tb][pcu]3[ASR]1,196.4432,338.574,1071.3128,1006.696,9506,15336,13304,13504,22,56,112,128,196,592,668,704,16.7828,50.47,75.5996,83.0704,1.21,25.509,14.025,31.966,4225,3510,1950,4420,1,7,5,10,49,112,105,182,2.8224,8.652,6.468,12.6672,0,-15.49,-7.25,-18.06,0,401,295,582,0,0,0,0,0,33,20,44,0,6.61,4.55,9.26,154.4044,306.561,486.2404,592.192,694,1392,2080,2164,22,46,72,92,118,294,424,460,10.0678,23.331,34.8104,39.91,11.24125556,10.46916667,19.76108889,18.28633333,60.88888889,57.33333333,107.5555556,94.66666667,1,1.222222222,2,2.222222222,1.888888889,4.333333333,5.555555556,8,0.539566667,0.690433333,1.105088889,1.194355556,39.15666667,80.73222222,106.58,146.1645207,0,0.593333333,0.791111111,1.66,0,1.333333333,1.777777778,4.666666667,0,0,0,0,0,-1.333333333,-1.777777778,-3.111111111,0,-0.026666667,-0.035555556,0.017777778,0,-4,-5.333333333,-9.157135556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
2002[V][pcu]3[ASR]1,200.8225,378.744,967.7166,1005.9936,2635,6672,11094,12864,22,54,102,132,156,426,726,840,14.9503,40.2084,69.8448,89.9652,2.6569,28.036,21.9398,61.4836,529,920,1610,2024,1,5,6,12,25,55,110,140,1.4884,4.453,6.7344,10.8824,0,-9.05,-3.68,-18.16,0,75,68,188,0,0,0,0,0,14,8,32,0,2.45,1.8,5.72,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2002[Y][dia]3[ASR]1,148.1772,259.5208,852.8096,842.112,2321,6048,8096,4608,17,40,88,96,128,352,544,384,11.6633,32.7752,58.9176,53.9616,1.4884,33.5744,24.888,24.888,1521,2496,1872,1872,1,8,8,8,64,128,192,192,2.6569,9.5192,10.0408,10.0408,0,-17.76,-10.64,-10.64,0,248,264,264,0,0,0,0,0,48,40,40,0,7.2,6.88,6.88,106.3206,180.438,282.846,378.1286,1050,1224,2016,3144,12,24,36,42,60,144,180,138,7.6492,14.6608,22.2068,26.5626,11.8336,8.772,17.544,40.248,64,48,96,296,1,1,2,4,1,3,6,8,0.5329,0.5621,1.1242,2.3798,28.09,59.89,119.78,225.25,0,0.89,1.78,2.06,0,2,4,-5,0,0,0,0,0,-2,-4,-4,0,-0.04,-0.08,-0.34,0,-6,-12,-21.3,9.9856,8.058,16.116,37.8568,289,102,204,476,1,1,2,4,1,3,6,8,0.9801,0.7623,1.5246,2.97,213.16,164.98,329.96,484.72,0,0.61,1.22,0.66,0,11,22,40,0,0,0,0,0,-2,-4,-4,0,0.22,0.44,0.96,0,3.3,6.6,25.2,1,0
2002[Zn][jxj]3[ASR]1,245.422,432.6144,972.4032,1025.3952,5668,10944,16848,21312,28,64,104,144,168,416,608,864,22.2568,53.6696,79.7648,115.1064,2.7225,22.704,15.048,56.562,900,960,1530,2400,1,4,4,11,16,32,60,116,1.7161,3.8252,5.1745,10.7289,0,-7.16,-2.52,-16.13,0,88,69,250,0,0,0,0,0,8,1,15,0,2.32,1.29,6.22,102.8316,162.3486,312.5148,330.681,657,1284,1380,912,13,24,42,48,66,156,168,120,6.1144,13.1744,18.2376,16.459,11.8336,7.8432,29.4808,23.908,64,102,160,64,1,1,2.75,3,1,3.75,5.75,6,0.5329,0.720875,1.494675,1.1023,28.09,114.3475,109.0475,107.665366,0,1.16,0.89,3.37,0,-4.75,2,16,0,0,0,0,0,-2.75,-3,-3,0,-0.2575,-0.04,0.68,0,-16.275,-6,-4.41422,8.31485,18.47865,17.91305,19.56425,144.5,249,116,92,1,2.5,2.5,3,8.5,15.5,14.5,13,0.82825,1.84985,1.3478,1.35145,326.545,369.945,297.91775,307.760433,0,-1.61,0.255,1.495,0,16,19.5,26.5,0,0,0,0,0,3.5,1.5,2,0,0.62,0.815,1.175,0,33.4,24.34289,25.13578,2,1
2002[Zn][nan]3[ASR]1,738.406,1508.9216,4480.6308,3689.6064,16216,40448,67632,78144,80,224,448,520,784,2480,3868,4712,62.036,189.4496,318.7024,413.2384,2.7225,32.164,17.3745,60.412,900,1360,2640,2560,1,5.666666667,5,11.33333333,33.66666667,81,125,175.6666667,1.7161,5.419033333,6.9823,10.9778,0,-10.14333333,-2.28,-17.91333333,0,124.6666667,62,254.6666667,0,0,0,0,0,20,7,34,0,3.286666667,1.22,6.466666667,86.6491,126.9036,244.9498,234.1264,619,1188,1258,928,10,18,30,30,48,108,102,54,5.2477,10.849,14.4988,11.8698,11.8336,9.297173333,18.47050667,15.60842667,64,82.13333333,100.2666667,61.86666667,1,1,1.733333333,2,1,2.733333333,3.733333333,3.6,0.5329,0.637046667,0.94316,0.79132,28.09,78.334,69.88933333,91.13957733,0,0.737333333,0.593333333,2.342666667,0,-2.266666667,1.333333333,8.266666667,0,0,0,0,0,-1.733333333,-2,-1.6,0,-0.142666667,-0.026666667,0.376,0,-9.48,-4,-6.596146667,3.1974,18.7902,10.147,10.0448,150,300,80,160,0.666666667,2.666666667,2,1.333333333,10.66666667,18.66666667,13.33333333,5.333333333,0.749066667,2.091733333,1.067066667,1.031733333,416.6666667,453.3333333,338.5703333,176.6666667,0,-2.74,-0.253333333,-1.666666667,0,20,24.66666667,9.333333333,0,0,0,0,0,6,4.666666667,4,0,0.853333333,1.113333333,0.44,0,48.53333333,36.45718667,26.26666667,1,0
2002[Zn][pcu]3[ASR]1,203.7418,392.16,843.666,934.992,4648,8832,18960,20160,23,56,96,132,152,416,720,864,17.3495,44.092,76.776,102.5796,2.7225,22.704,20.79,63.7065,900,960,3240,2700,1,4,6,12,16,40,84,108,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88,72,270,0,0,0,0,0,6,3,21,0,2.32,1.62,6.84,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002[Zn][pcu]3[ASR]2,203.7418,392.16,843.666,934.992,4648,8832,18960,20160,23,56,96,132,152,416,720,864,17.3495,44.092,76.776,102.5796,2.7225,22.704,20.79,63.7065,900,960,3240,2700,1,4,6,12,16,40,84,108,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88,72,270,0,0,0,0,0,6,3,21,0,2.32,1.62,6.84,164.0844,342.006,569.8404,644.407,696,1488,2136,2344,24,52,88,102,148,392,520,574,10.3416,25.6564,38.1848,42.831,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002[Zn][pcu]3[ASR]3,203.7418,392.16,843.666,934.992,4648,8832,18960,20160,23,56,96,132,152,416,720,864,17.3495,44.092,76.776,102.5796,2.7225,22.704,20.79,63.7065,900,960,3240,2700,1,4,6,12,16,40,84,108,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88,72,270,0,0,0,0,0,6,3,21,0,2.32,1.62,6.84,203.0994,433.041,713.1904,916.042,912,1992,3136,3556,30,66,108,144,174,450,700,832,13.899,33.957,53.6908,65.8128,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2002[Zn][pcu]3[ASR]4,203.7418,392.16,843.666,934.992,4648,8832,18960,20160,23,56,96,132,152,416,720,864,17.3495,44.092,76.776,102.5796,2.7225,22.704,20.79,63.7065,900,960,3240,2700,1,4,6,12,16,40,84,108,1.7161,3.8252,8.1744,11.6328,0,-7.16,-2.7,-18.81,0,88,72,270,0,0,0,0,0,6,3,21,0,2.32,1.62,6.84,235.4644,490.926,776.9404,979.497,988,2112,3088,3300,36,76,120,158,196,492,712,798,15.6324,37.422,55.8776,65.5374,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003[Al][nan]3[ASR]1,87.447,139.6993,302.4678,311.2512,1425,2132,3156,4224,11,21,33,40,54,132,156,96,9.3394,17.1055,24.9403,29.2584,2.5921,27.692,18.2091,71.9992,169,520,858,1352,1,5,5,13,26,52,98,120,1.5876,4.599,6.3126,11.9574,0,-9.15,-3.26,-23.79,0,25,-1,65,0,0,0,0,0,16,7,42.5,0,2.65,1.29,6.89,56.06891429,72.19111429,144.0105143,39.47154286,459.7142857,897.1428571,766.8571429,100.5714286,5.714285714,9.428571429,13.14285714,4.571428571,22.57142857,40.28571429,22.28571429,4.571428571,3.342314286,6.426542857,6.8764,1.535085714,11.8336,7.6712,33.84577778,6.834133333,64,112,183.1111111,18.66666667,1,1,2.888888889,0.777777778,1,3.888888889,3.666666667,0.777777778,0.5329,0.750277778,1.542733333,0.268477778,28.09,124.4322222,84.68222222,19.51315722,0,1.21,0.098888889,0.688888889,0,-6,0.222222222,3.888888889,0,0,0,0,0,-2.888888889,-0.777777778,0,0,-0.297777778,-0.004444444,0.2,0,-18.17777778,-0.666666667,0.440494444,7.651625926,17.72619259,18.25286667,0.560592593,122.4814815,255.2592593,96.05555556,0.592592593,0.888888889,2.351851852,1.685185185,0.074074074,7.722222222,10.85185185,3.203703704,0.074074074,0.714344444,1.698601852,0.864162963,0.020007407,268.1544444,285.4729607,67.70056944,1.769458,0,-1.136666667,-0.002407407,0.091851852,0,9.722222222,3.37037037,0.518518519,0,0,0,0,0,3.685185185,1.37037037,0,0,0.465555556,0.166111111,0.026666667,0,22.80939944,4.933473519,0.058732593,2,1
2003[Bi][dia]3[ASR]1,150.7692,303.5528,885.4496,842.112,7689,11680,12320,4608,17,40,88,96,128,352,544,384,11.2865,31.3736,57.4392,53.9616,4.0804,55.5904,41.208,55.5904,6889,5312,3984,5312,1,8,8,8,64,128,192,128,2.2801,8.8184,9.3016,8.8184,0,-11.36,-4.24,-11.36,0,600,616,600,0,0,0,0,0,48,40,48,0,6.24,5.92,6.24,60.3394,83.181,117.5104,94.6688,328,456,640,512,6,10,12,8,22,42,28,8,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64,48,112,128,1,1,2,2,1,3,4,2,0.5329,0.5621,1.095,1.0658,28.09,59.89,87.98,56.18,0,0.89,0.89,0,0,2,2,0,0,0,0,0,0,-2,-2,0,0,-0.04,-0.04,0,0,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003[Ce][nia]3[ASR]1,516.0856,1018.812,3613.3068,4693.5768,16240,32160,43536,54912,58,156,384,576,540,1620,3084,3936,40.8442,126.0948,259.4544,370.5744,1.2544,28.896,25.704,46.4688,3364,3480,3132,4176,1,7.5,9,15,58.5,130.5,243,216,2.6569,8.92425,11.2959,14.5233,0,-17.4,-12.87,-24.69,0,375,468,798,0,0,0,0,0,42,42,87,0,6.75,7.74,15.54,104.538,176.154,290.3874,286.6468,468,768,1020,832,13,24,38,36,62,136,136,112,5.5837,11.396,15.0502,13.2356,11.8336,10.5264,26.04768,31.04256,64,57.6,115.2,115.2,1,1.2,2.8,3.2,1.6,5.6,8,4.8,0.5329,0.67452,1.31692,1.2848,28.09,71.868,113.4501464,83.1642928,0,1.068,2.06,1.984,0,2.4,8,11.2,0,0,0,0,0,-2.4,-2,0,0,-0.048,0.24,0.576,0,-7.2,-6.565688,1.268624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2003[Co][nan]3[ASR]3,190.6392,507.4832,1299.636,1409.3216,3117,9152,14634,14096,23,72,148,180,266,952,1604,1728,15.1088,52.6732,96.3066,108.8116,3.5344,38.8032,34.5168,45.0448,729,1296,2160,1512,1,6,8,8,36,112,156,128,1.5876,5.5188,7.9884,7.56,0,-9.36,-3.32,-8.92,0,114,136,160,0,0,0,0,0,17.33333333,22,26.66666667,0,3.18,3.74,4.08,73.3444,122.196,166.362,164.8448,400,672,912,896,8,16,20,16,40,96,84,32,4.5032,9.24,11.3652,8.76,11.8336,8.772,17.544,32.4392,64,48,96,176,1,1,2,3,1,3,6,5,0.5329,0.5621,1.1242,1.6279,28.09,59.89,119.78,116.07,0,0.89,1.78,0.89,0,2,4,2,0,0,0,0,0,-2,-4,-2,0,-0.04,-0.08,-0.04,0,-6,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
